volume,issue,start page,end page,year,doi,title,authors
40,2,65,67,1933,10.1155/1933/48216,New Ants From China and Japan,"Wheeler, William Morton"
40,2,83,86,1933,10.1155/1933/51878,A Second Parasitic Crematogaster,"Wheeler, William Morton"
40,3,89,93,1933,10.1155/1933/56460,Two Wasp-Guests From Puerto Rico (Microlepidoptera),"Forbes, Wm. T. M."
40,3,106,112,1933,10.1155/1933/63795,A New Genus of Phoridæ From Peru,"Brues, Charles T."
40,3,98,100,1933,10.1155/1933/60232,"Cyathomyrmex, A New Name for the Subgenus Cyathocephalus Emery","Creighton, William Steel"
40,4,115,120,1933,10.1155/1933/68368,The Tropisms Effecting Copulation in the Bed Bug,"Rivnay, Ezekiel"
40,4,125,129,1933,10.1155/1933/72040,Conditioned Behavior Among Termites (Isoptera),"Emerson, Alfred E."
40,4,131,136,1933,10.1155/1933/75704,A Migratory Flight of Catopsilia Eubule (Lepid.: Pieridæ),"O'Byrne, Harold"
40,1,32,47,1933,10.1155/1933/82694,Trichoptera From the Mountains of North Carolina and Tennessee,"Carpenter, F. M."
40,1,1,19,1933,10.1155/1933/79031,New Psammocharidæ From the United States,"Banks, Nathan"
40,4,144,144,1933,10.1155/1933/80376,Courting and Mating Performances of an Asilid Fly (Heteropogon Lautus),"Bromley, Stanley W."
40,2,57,59,1933,10.1155/1933/86267,Unusual Prey of Bembix,"Wheeler, W. M.;Dow, Richard"
40,2,68,82,1933,10.1155/1933/94603,Notes on Hippoboscidae,"Bequaert, J."
40,2,62,64,1933,10.1155/1933/90930,The Subspecies of Sphaeroderus Canadensis Chd,"Darlington, Jr., P. J."
40,2,87,88,1933,10.1155/1933/98174,Percy Gardner Bolster,"Darlington, Jr., P. J."
41,4,245,245,1934,10.1155/1934/96736,"The Sting of the Male Wasp, Monobia Quadridens","Rau, Phil"
41,2,51,56,1934,10.1155/1934/91817,The Origin of the Peritrophic Membrane in Sciara and the Honey Bee,"Butt, F. H."
41,4,243,244,1934,10.1155/1934/93073,"A Note on the Attachment of the Wasp, Bembix Nubilippennis, to Their Nesting Sites","Rau, Phil"
41,2,60,62,1934,10.1155/1934/95389,An Australian Ant of the Genus Leptothorax Mayr,"Wheeler, William Morton"
41,4,233,235,1934,10.1155/1934/84828,Some New Longicorn Beetles From British Honduras,"Linsley, E. Gorton"
41,4,238,240,1934,10.1155/1934/89401,Notes on Megarhyssa Lunator,"Abbott, Cyril E."
41,1,42,48,1934,10.1155/1934/87154,Growth and Determinate Size in Insects,"Brues, Charles T."
41,1,19,29,1934,10.1155/1934/79809,"Notes on a Psychid New to North America (Fumea Casta Pallas, Lepidoptera: Psychidæ)","Farquhar, Donald W."
41,4,221,227,1934,10.1155/1934/81264,"An Annotated List of the Ants of the Snake River Plains, Idaho (Hymenoptera :Formicidae)","Cole, A. C."
41,1,36,37,1934,10.1155/1934/83582,Spider Bite by Oligoctenus (Fam. Ctenidæ),"Pinkus, L. F."
41,1,6,12,1934,10.1155/1934/75246,New Forms of Aphænogaster Treatæ Forel From the Southern United States (Hym.: Formicidæ),"Wheeler, George C.;Wheeler, Esther W."
41,4,211,213,1934,10.1155/1934/76492,Two New North American Ants,"Smith, M. R."
41,4,201,210,1934,10.1155/1934/72919,Mosquito Investigations in Alaska,"Tulloch, George S."
41,3,184,184,1934,10.1155/1934/69257,"Review: Studies in North American Trichoptera, 1",
41,3,150,157,1934,10.1155/1934/61021,Biological Notes on Sphex Wrightii (Cresson),"Hicks, Charles H."
41,3,164,165,1934,10.1155/1934/64683,Possible Polyploidy in the Hymenoptera,"Reed, Sheldon C."
41,4,230,232,1934,10.1155/1934/54031,Some Ants From the Bahama Islands,"Wheeler, William Morton"
41,2,130,131,1934,10.1155/1934/57348,Supplement: Masoreus (Aephnidius) Ciliatus New Species (Mutchler),
41,2,63,65,1934,10.1155/1934/52764,A New Strumigenys From Illinois (Hymenoptera: Formicidæ),"Weber, Neal A."
41,2,57,59,1934,10.1155/1934/49103,A New American Myrmosid (Hymenoptera: Myrmosidæ),"Weber, Neal A."
41,1,49,49,1934,10.1155/1934/45430,Obituary,"Jones, T. H."
41,4,241,242,1934,10.1155/1934/46786,Pompilid Wasps and Prey-Transportation by Water,"Rau, Phil"
41,1,38,41,1934,10.1155/1934/40858,New Lycosidæ From Florida,"Bryant, Elizabeth B."
41,4,236,237,1934,10.1155/1934/42124,A Specimen of the Jamaican Vermileo,"Wheeler, William Morton"
41,4,214,220,1934,10.1155/1934/34868,The European Corn Borer on Long Island,"Dohanian, S. M."
41,1,30,35,1934,10.1155/1934/37194,"The Identity of an Introduced Psychid, Fumea Casta Pallas (Lepidoptera, Psychidæ)","Jones, Frank Morton;Farquhar, Donald W."
41,4,228,229,1934,10.1155/1934/38451,"A Species of Epistenia (Hymenoptera, Chalcidoidea) From Colorado",
41,1,1,5,1934,10.1155/1934/28949,A New Eurythrips (Thysanoptera) From Trinidad,"Hood, J. Douglas"
41,1,13,18,1934,10.1155/1934/32624,"On the Ticks of Cuba, With Description of a New Species, Amblyomma Torrei, From Cyclura Macleayi Gray","Vigueras, J. Pérez"
41,3,166,183,1934,10.1155/1934/21960,Entomological Investigations in the Chiriqui Region of Panama,"Dunn, Lawrence H."
41,4,185,200,1934,10.1155/1934/26532,Descriptions of Three New North American Ants With Certain Ecological Observations on Previously Described Forms,"Creighton, William Steel"
41,3,133,149,1934,10.1155/1934/14725,John Merton Aldrich,"Melander, A. L."
41,3,158,163,1934,10.1155/1934/18297,The Insect Collections of a Public Museum,"Morse, Albert P."
41,2,66,130,1934,10.1155/1934/10161,"New West Indian Carabidæ, With a List of the Cuban Species","Darlington, P. J."
42,1,68,72,1935,10.1155/1935/17645,Myrmecological Notes,"Wheeler, William Morton"
42,2,92,98,1935,10.1155/1935/25980,The Larva of Allomerus (Hym.: Formicidæ),"Wheeler, George C."
42,2,84,91,1935,10.1155/1935/21418,Notes on the Mycetophilidæ With Descriptions of New Species,"Shaw, Frank R."
42,2,105,122,1935,10.1155/1935/29562,"New Nearctic Mecoptera, With Notes on Other Species","Carpenter, F. M."
42,3,151,160,1935,10.1155/1935/37898,The Australian Ant Genus Mayriella Forel,"Wheeler, William Morton"
42,3,142,148,1935,10.1155/1935/34236,"The Mature Larva and Puparium of Physocephala Sagittaria (Say) (Diptera, Conopidæ)","Townsend, Lee H."
42,3,163,166,1935,10.1155/1935/41571,A Rare Spider,"Bryant, Elizabeth B."
42,4,216,231,1935,10.1155/1935/46146,"Beetles Associated With the Mound-Building Ant, Formica Ulkei Emery","Park, Orlando"
42,1,25,34,1935,10.1155/1935/48461,The Biology and Morphology of the Immature Stages of Macrocera Anglica Edwards,"Madwar, S."
42,1,38,52,1935,10.1155/1935/52134,New Ants From the Philippines,"Wheeler, William Morton"
42,1,58,63,1935,10.1155/1935/56795,Varietal Forms of Peripatus in Haiti,"Brues, Charles T."
42,2,73,83,1935,10.1155/1935/64041,A Few Southern Spiders,"Bryant, Elizabeth B."
42,1,63,67,1935,10.1155/1935/60469,A New Hesperid From Haiti (Lepidoptera; Rhopalocera),"Bell, E. L."
42,2,91,91,1935,10.1155/1935/68604,A New Name for Lithomyrmex Carp. (Hymenoptera),"Carpenter, F. M."
42,2,99,103,1935,10.1155/1935/72376,"Some Mimetic Flies, With the Description of Two New Species From North America (Syrphidæ; Diptera)","Hull, F. M."
42,3,123,141,1935,10.1155/1935/75940,Oriental Nemestrinidæ,"Bequaert, Joseph C."
42,3,149,150,1935,10.1155/1935/80613,A New Riodinid From Panama (Lepidoptera),"Bates, Marston"
42,4,167,215,1935,10.1155/1935/87848,West Indian Carabidæ II.: Itinerary of 1934; Forests of Haiti; New Species; and a New Key to Colpodes,"Darlington, Jr., P. J."
42,3,161,162,1935,10.1155/1935/84185,Three West Indian Carabidæ in Florida,"Darlington, Jr., P. J."
42,1,35,37,1935,10.1155/1935/94838,Two New Ants Collected in Quarantine,"Mann, W. M."
42,1,1,24,1935,10.1155/1935/91275,Preliminary Note on the Structure of the Pretarsus and its Possible Phylogenetic Significance,"Holway, Richard T."
42,1,53,57,1935,10.1155/1935/98410,A Few New North American Neuroptera,"Banks, Nathan"
43,1,1,9,1936,10.1155/1936/92012,Two New Thysanoptera From the United States,"Hood, J. Douglas"
43,1,14,14,1936,10.1155/1936/95673,Asilids Feeding on Bumblebees in New England,"Bromley, Stanley W."
43,4,119,125,1936,10.1155/1936/85023,A New Location for Peripatus in Jamaica,"Lynn, W. Gardner"
43,4,104,113,1936,10.1155/1936/81439,"The Persius Group of Thanaos (Lepidoptera, Hesperiidae)","Forbes, William T. M."
43,4,87,101,1936,10.1155/1936/76765,New Species of Southern Spiders,"Bryant, Elizabeth B."
43,2-3,65,83,1936,10.1155/1936/73105,"A List of the West Indian Dryopidæ (Coleoptera), With A New Genus and Eight New Species, Including One From Colombia","Darlington, P. J."
43,2-3,49,55,1936,10.1155/1936/69430,New and Little-Known Neotropical Stratiomyidæ (Diptera) in the Museum of Comparative Zoology,"James, Maurice T."
43,1,27,28,1936,10.1155/1936/61295,Book Review: Our Enemy the Termite,"Wheeler, W. M.;Snyder, Thomas Elliot"
43,2-3,37,39,1936,10.1155/1936/64858,The Toxicity of Trimethylamine for Necrophorus Orbicollis (Say),"Abbott, Cyril E."
43,1,20,20,1936,10.1155/1936/57523,Two Recently Introduced Species of Amara (Coleoptera Carabidae),"Darlington, P. J."
43,1,15,18,1936,10.1155/1936/52949,An American Species of Solenopsia,"Brues, Charles T."
43,1,10,13,1936,10.1155/1936/49286,Orbweavers' Differential Responses to a Tuning-Fork,"Wells, F. L."
43,4,126,130,1936,10.1155/1936/42397,Notes on Some Hydropsychidæ,"Banks, Nathan"
43,4,102,103,1936,10.1155/1936/35062,A New demerid Beetle From Cuba,"Darlington, P. J."
43,4,114,118,1936,10.1155/1936/38625,Notes on North American Nitidulidae: Pocadius,"Parsons, C. T."
43,2-3,84,85,1936,10.1155/1936/30489,"Perilampus, a Secondary Parasite on Sarcophagids and Tachinids Parasitic on Katydids and Long-Horned Grasshoppers",
43,2-3,40,48,1936,10.1155/1936/23154,A Singular Crematogaster From Guatemala,"Wheeler, William Morton"
43,2-3,56,64,1936,10.1155/1936/26817,Descriptions and Records of Nearctic Mecoptera,"Carpenter, F. M."
43,2-3,29,36,1936,10.1155/1936/18481,Trichoptera From the Fiji Islands,"Banks, Nathan"
43,1,21,26,1936,10.1155/1936/14909,New and Little Known Species of Tegenaria (Araneida Agelenidae),"Exline, Harriet"
43,1,19,19,1936,10.1155/1936/10346,An Odd Hibernaculum,"McClure, H. Elliott"
44,1-2,59,59,1937,10.1155/1937/12591,Book Review,"Carpenter, F. M."
44,3,61,96,1937,10.1155/1937/16164,"Professor William Morton Wheeler, With a List of His Published Writings",
44,4,110,115,1937,10.1155/1937/19727,Cannibalism Among Lepidopterous Larvae,"Dethier, V. G."
44,4,122,124,1937,10.1155/1937/24501,West Indian Carabidze IV: Three New Colpodes,"Darlington, P. J."
44,4,141,142,1937,10.1155/1937/31735,"Notes on the Courtship and Mating of the Fly, Ptecticus Trivittatus Say","Rau, Phil"
44,4,132,137,1937,10.1155/1937/28072,"Synonymy of the Genus Pseudoxenos Saunders (Strepsiptera, Xenidæ) and Records of Stylopized Hymenoptera From North Carolina","Bohart, Richard M."
44,1-2,12,32,1937,10.1155/1937/46960,New Species of Exotic Syrphid Flies,"Hull, Frank M."
44,1-2,60,60,1937,10.1155/1937/58768,Obituary,
44,1-2,58,59,1937,10.1155/1937/54205,Social Behavior in Homoptera,"Beilmann, August P."
44,4,97,109,1937,10.1155/1937/62541,Notes on the Habits of Strumigenys,"Creighton, William Steel"
44,4,125,131,1937,10.1155/1937/70785,Observations and Experiments on the Case-Building Instinct of Two Species of Trichoptera,"Copeland, Manton;Crowell, Sears"
44,4,116,121,1937,10.1155/1937/67124,A Megamorphic and Two Curious Mimetic Flies,"Hull, Frank M."
44,4,138,140,1937,10.1155/1937/74358,Biology of the Tachinid Winthemia Datanæ Tns,"Marsh, Frank L."
44,1-2,1,11,1937,10.1155/1937/89584,The Scientific Work of Albert Pitts Morse,"Dow, Richard"
44,1-2,33,55,1937,10.1155/1937/93257,"New Buprestid Beetles Collected in the Solomon Islands and Fiji Islands by Dr. W. M. Mann, With Descriptions of Some Other New Indo-Malayan Species","Théry, A."
44,1-2,56,57,1937,10.1155/1937/96919,A New Paussid Beetle From Central America,"Darlington, P. J."
45,2-3,121,132,1938,10.1155/1938/92469,Thomas Say's Free-Living Mites Rediscovered,"Jacot, Arthur Paul"
45,2-3,136,137,1938,10.1155/1938/96041,A New Genus of Perlidae,"Banks, Nathan"
45,2-3,101,104,1938,10.1155/1938/87695,A Revision of the Genus Zilora,"Mank, Edith W."
45,2-3,94,95,1938,10.1155/1938/84134,On the Synonymy of Orussus Sayii Westwood,"Pratt, Harry D."
45,1,62,71,1938,10.1155/1938/72315,“Shuttling” in Argiope Aurantia,"Wells, F. L."
45,1,80,83,1938,10.1155/1938/75878,Andreas Vassilievitch Martynov,"Carpenter, F. M."
45,4,156,164,1938,10.1155/1938/61652,"Notes on North American Nitidulidae, III: Phenolia, Soronia, Lobiopa, Amphotis","Parsons, C. T."
45,4,139,145,1938,10.1155/1938/53417,Are Ant Larvæ Apodous?,"Wheeler, George C."
45,4,146,155,1938,10.1155/1938/57981,The Genus Lithurgus (Hymenoptera: Megachilidæ),"Mitchell, Theodore B."
45,2-3,133,135,1938,10.1155/1938/49645,"A Review of the American Bees of the Genus Macropis (Hymen., Apoidea)","Michener, Charles D."
45,2-3,85,93,1938,10.1155/1938/37837,Additional Remarks on West Indian Gyrinidæ,"Ochs, Georg"
45,2-3,96,100,1938,10.1155/1938/41509,"Notes on North American Nitidulidae, II: Cryptarcha Shuckard","Parsons, C. T."
45,2-3,105,119,1938,10.1155/1938/46082,"Fossil Insects From the Creede Formation, Colorado. Part 1. Introduction, Neuroptera, Isoptera and Diptera","Carpenter, F. M.;Snyder, T. E.;Alexander, C. P.;James, M. T.;Hull, F. M."
45,1,72,79,1938,10.1155/1938/29501,New Native Neuropteroid Insects,"Banks, Nathan"
45,1,84,84,1938,10.1155/1938/34173,Dytiscus Habilis Say and Loxandrus Infimus Bates in Texas,"Darlington, P. J."
45,1,1,61,1938,10.1155/1938/25928,Lectotypes of North American Caddis Flies in the Museum of Comparative Zoology,"Ross, Herbert H."
45,4,165,181,1938,10.1155/1938/18939,The Interrelationships and Lines of Descent of Living Insects,"Crampton, G. C."
46,4,165,166,1939,10.1155/1939/17592,New West Indian Buprestid Beetles,"Fisher, W. S."
46,1,1,8,1939,10.1155/1939/24683,A Simple Stroboscopic Method for the Study of Insect Flight,"Chadwick, Leigh E."
46,4,174,174,1939,10.1155/1939/21365,Erratum,
46,1,29,35,1939,10.1155/1939/31918,Further Notes on Cannibalism Among Larvæ,"Dethier, V. G."
46,1,20,22,1939,10.1155/1939/28256,The Mimetic Resemblance of Flies of the Genus Systropus to Wasps,"Brues, Charles T."
46,2-3,65,67,1939,10.1155/1939/43827,"Protepiptera, a New Genus of Achilidze From Baltic Amber (Hemiptera, Fulgoroidea)","Usinger, Robert L."
46,2-3,52,61,1939,10.1155/1939/40263,Notes and Descriptions of Oriental œstropsychinæ (TrichoPtera),"Banks, Nathan"
46,1,38,41,1939,10.1155/1939/36491,On the Genus Abaris Dej. (Coleoptera; Carabidæ),"Straneo, S. L."
46,4,113,136,1939,10.1155/1939/52071,A Key to the Mosquitoes of Massachusetts,"Tulloch, George S."
46,2-3,70,90,1939,10.1155/1939/48398,Notes on Hippoboscidæ,"Bequaert, J."
46,4,141,146,1939,10.1155/1939/56734,Three New Neotropical Coprophagous Coleoptera,"Paulian, Renaud"
46,4,147,155,1939,10.1155/1939/60407,Metamorphoses of Cuban Hesperiinæ,"Dethier, V. G."
46,4,167,168,1939,10.1155/1939/63969,Concerning Chloroperla (Perlidæ),"Banks, Nathan"
46,1,9,19,1939,10.1155/1939/70960,Immature North American Trichoptera,"Milne, Margery J."
46,1,23,28,1939,10.1155/1939/74632,Some Extracts From the History of Entomology in China,"Liu, Gaines"
46,2-3,43,51,1939,10.1155/1939/82868,Notes on Tutterflies From Hispaniola,"Bates, Marston"
46,1,36,37,1939,10.1155/1939/79205,Additional Records of Onychophora From the Island of Haiti,"Brues, Charles T."
46,2-3,62,64,1939,10.1155/1939/86451,A Ptiliid Beetle From Baltic Amber in the Museum of Comparative Zoology,"Parsons, C. T."
46,2-3,91,112,1939,10.1155/1939/94785,"Notes on Strumigenys From Southern Ohio, With Descriptions of Six New Species","Wesson, Laurence G.;Wesson, Robert G."
46,2-3,68,69,1939,10.1155/1939/91214,Two New Tingitids (Hemiptera) From Panama,"Drake, Carl J."
46,4,137,140,1939,10.1155/1939/98358,A New Subspecies of Crematogaster Minutissima With Revisionary Notes Concerning That Species. (Hymenoptera :Formicidæ),"Creighton, William S."
47,2-3,60,65,1940,10.1155/1940/826075,Notes on Epeira pentagona Hentz,"Bryant, Elizabeth B;Archer, Allan F"
47,1,1,7,1940,10.1155/1940/84089,Observations in Cuba on Insect Mimicry and Warning Coloration,"Parsons, C. T."
47,1,14,26,1940,10.1155/1940/78098,Life Histories of Cuban Lepidoptera,"Dethier, V. G."
47,1,8,13,1940,10.1155/1940/57946,"A Note on the Early Stages ofLepiselaga CrassipesFab. (Dipt., Tabanidæ)","Fairchild, G. B."
47,1,27,37,1940,10.1155/1940/47293,The Conopidae of the West Indies and Bermuda (Diptera),"Parsons, C. T."
47,1,38,43,1940,10.1155/1940/21956,"Food Preferences of the Colorado Potatobeetle,Leptinotarsa DecemlineataSay","Brues, Charles T."
47,1,44,44,1940,10.1155/1940/25281,Book Review,"Carpenter, F. M."
48,2-3,79,94,1941,10.1155/1941/26121,The Terminal Abdominal Structures of Male Diptera,"Crampton, G. C."
48,2-3,57,69,1941,10.1155/1941/21539,The Habits of the Eucharidæ,"Clausen, C. P."
48,2-3,101,104,1941,10.1155/1941/29683,Three New Species of Myrmeleonidæ,"Banks, Nathan"
48,1,45,49,1941,10.1155/1941/17865,"Some Flies of the Family Syrphidae, Mesogramma","Hull, Frank M."
48,1,16,19,1941,10.1155/1941/48582,"Experiments in Housing Vespine Colonies, With Notes on the Homing and Toleration Instincts of Certain Species","Gaul, Albro Tilton"
48,1,22,23,1941,10.1155/1941/52354,"A Note on Hippobosca Martinaglia Bedford (Diptera, Hippoboscidæ)","Bequaert, J."
48,4,169,170,1941,10.1155/1941/49829,A Note on the Life-Cycle of Tetraopes Femoratus Leconte (Cerambycidæ),"Williams, R. W."
48,1,35,39,1941,10.1155/1941/56917,"A New Cuban Milliped, With Notes and Drawings of Other West Indian Species","Loomis, H. F."
48,2-3,111,112,1941,10.1155/1941/34357,Peripatus (Macroperipatus) Geayi in Panama,"Brues, Charles T."
48,2-3,113,121,1941,10.1155/1941/38031,"The Inter-Relationships of Certain Jassoid Genera (Jassoidea, Homoptera)","Evans, J. W."
48,4,129,146,1941,10.1155/1941/41692,Notes on the Spider Fauna of New England,"Bryant, Elizabeth B."
48,1,1,8,1941,10.1155/1941/45020,"The General Morphology of the Female Reproductive System of a Viviparous Roach, Diploptera Dytiscoides (Serville)","Hagan, Harold R."
48,4,149,165,1941,10.1155/1941/46264,Descriptions of Some New Species of Syrphidæ,"Hull, Frank M."
48,2-3,105,110,1941,10.1155/1941/76070,Concerning the Antiquity of Social Insects,"Brown, Roland W."
48,2-3,95,100,1941,10.1155/1941/72496,Two New Species of Aradidæ From Baltic Amber (Hemiptera),"Usinger, Robert L."
48,2-3,112,112,1941,10.1155/1941/80734,A Note Concerning Aggregations of Ululodes Villosa Beauvois,"Needham, James G."
48,2-3,70,78,1941,10.1155/1941/68725,Metamorphoses of Cuban Nymphalidæ and Lycaenidæ,"Dethier, V. G."
48,1,50,55,1941,10.1155/1941/64162,The Antiquity of Social Insects,"Bequaert, J. C.;Carpenter, F. M."
48,1,41,44,1941,10.1155/1941/60591,"Characteristics of the Larviform Female of the Lampyrid Beetle, Lamprophorus","Brues, Charles T."
48,4,123,128,1941,10.1155/1941/84307,The Fiber Tracts of the Fused Thoracic Ganglia of the Adult Ephestia Kuehniella Zeller (Lepidoptera: Pyralidæ),"Pyle, Robert W."
48,4,147,148,1941,10.1155/1941/87969,The Lepidoptera of the Dry Tortugas,"Forbes, Wm. T. M."
48,1,10,15,1941,10.1155/1941/91396,"West Indian Carabidæ VI. The Jamaican Species, and Their Wings","Darlington, Jr., P. J."
48,4,166,168,1941,10.1155/1941/92641,"The Nesting Habits of Bombus Medius Cresson, the Mexican Bumblebee","Rau, Phil"
48,1,20,21,1941,10.1155/1941/94959,"A New Species of Ceroplatus (Diptera, Mycetophilidæ)","Shaw, F. R."
48,1,24,32,1941,10.1155/1941/98531,The Sumatran “Trilobite Larva”,"Brues, Charles T."
48,4,171,181,1941,10.1155/1941/96216,"A New Stizus From Utah, With Notes on the Other North American Species (Hym.: Sphecidæ)","Dow, Richard"
49,3-4,47,48,1942,10.1155/1942/97104,"Blasticotomidæ in the Miocene of Florissant, Colorado (Hymenoptera Symphyta)","Benson, Robert B."
49,3-4,41,46,1942,10.1155/1942/93531,An Annectent Genus of Cimicoidea From Baltic Amber (Hemiptera),"Usinger, Robert L."
49,1-2,19,24,1942,10.1155/1942/89760,Some New Species of Syrphidæ,"Hull, Frank M."
49,1-2,4,7,1942,10.1155/1942/85195,Metamorphoses of Common Cuban Pyrginæ,"Dethier, V. G."
49,3-4,84,107,1942,10.1155/1942/62725,New Species of Syrphidæ From the Neotropical Region,"Hull, Frank M."
49,1-2,40,40,1942,10.1155/1942/68541,Correction,
49,3-4,108,117,1942,10.1155/1942/67296,Notes on Hippoboscidae. 18. The Genus Brachypteromyia Williston; With the Description of a New Species (Diptera),"Bequaert, J."
49,1-2,8,17,1942,10.1155/1942/42581,"Notes on Tabanidæ (Dipt.) From Panama V. the GenusTabanus, Subgenus Bellardia Rondani","Fairchild, G. B."
49,1-2,1,3,1942,10.1155/1942/38909,"A Neuropterous Myrmecophile, Nadiva Valida Erichs.","Weber, Neal A."
49,3-4,49,51,1942,10.1155/1942/54389,Notes on Nearctic Neuroptera,"Carpenter, F. M."
49,3-4,61,80,1942,10.1155/1942/59061,Some New or Little Known Nearctic Neonympha (Lepidoptera: Satyridæ),"Nabokov, V."
49,1-2,25,40,1942,10.1155/1942/47154,Notes on Nearctic Tabaninæ. Part III. The Tabanus Lineola Complex,"Philip, Cornelius B."
49,3-4,81,83,1942,10.1155/1942/16348,Bee-Killing Asilids in New England,"Bromley, Stanley W."
49,3-4,52,60,1942,10.1155/1942/12765,"The Lycænidæ of the Bahama Islands (Lepidoptera, Rhopalocera)","Clench, Harry K."
50,1-2,50,52,1943,10.1155/1943/10520,"Some North American Species of Chætopleurophora (Diptera, Phoridæ)","Brues, Charles T."
50,3-4,74,81,1943,10.1155/1943/18656,New Neuroptera and Trichoptera From the United States,"Banks, Nathan"
50,3-4,112,113,1943,10.1155/1943/30672,"A Noxious Species of Phlebotomus in the Okefenokee Swamp, Georgia","Johannsen, O. A."
50,3-4,83,86,1943,10.1155/1943/23428,Notes on Dictyolathys Maculata Banks (Araneæ: Dictynidæ),"Bryant, Elizabeth B."
50,3-4,100,108,1943,10.1155/1943/27010,Two New Indian Embioptera and the Lectotype of Oligotoma Borneënsis Hagen,"Ross, Edward S."
50,1-2,33,33,1943,10.1155/1943/49471,The Female of Neonympha Maniola Nabokov (Lepid.-Satyridæ),"Nabokov, V."
50,1-2,37,49,1943,10.1155/1943/53143,Descriptions of Some New Exotic Species of Stag Beetles (Coleoptera: Lucanidæ),"Benesh, Bernard"
50,3-4,53,64,1943,10.1155/1943/57806,"Bionomics of Ectopsocus Pumilis (Banks) (Corrodentia, Cæciliidæ)","Sommerman, Kathryn M."
50,3-4,115,115,1943,10.1155/1943/35246,Supplementary Notes on Calisto (Lepidoptera: Satyridæ),"Clench, Harry K."
50,1-2,9,17,1943,10.1155/1943/41326,New Species of Bothriocera Burm. (Homoptera: Cixiidæ) From the Lesser Antilles,"Fennah, R. G."
50,1-2,23,29,1943,10.1155/1943/45897,Some New Calisto From Hispaniola and Cuba (Lepidoptera: Satyridæ),"Clench, Harry K."
50,3-4,87,99,1943,10.1155/1943/69615,"The Nearctic Forms of Lycæides Hüb. (Lycænidæ, Lepidoptera)","Nabokov, V."
50,3-4,82,82,1943,10.1155/1943/65053,Two New Genera in Psammocharide (Hym.),"Banks, Nathan"
50,3-4,65,73,1943,10.1155/1943/61479,"Some New North American Species of Epicauta (Coleop., Meloidæ)","Werner, Floyd G."
50,1-2,1,8,1943,10.1155/1943/83940,"The Corpus Allatum of the Sheep Ked, Melophagus Ovinus L.","Day, M. F."
50,3-4,116,118,1943,10.1155/1943/81624,Book Review,"Brues, Charles T."
50,3-4,109,111,1943,10.1155/1943/73286,"A New Bee of the Genus Heriades From Panama (Hymenoptera, Megachilidæ)","Michener, Charles D."
50,3-4,114,114,1943,10.1155/1943/76950,The Appearance of Vespula Squamosa Drury in Missouri,"Rau, Phil"
50,1-2,18,22,1943,10.1155/1943/87513,"Kalotermes Milleri, a New Species of Termite From the Florida Keys and Jamaica (Isoptera, Kalotermitidæ)","Emerson, Alfred E."
50,1-2,34,36,1943,10.1155/1943/95848,"Three New Species of Cebrio (Coleop., Cebrionidæ)","Werner, F. G."
50,1-2,30,33,1943,10.1155/1943/92185,"Revision of the Genus Pleuropompha Leconte (Coleop., Meloidæ)","Werner, F. G."
51,1-2,7,7,1944,10.1155/1944/91483,Obituary,
51,1-2,5,7,1944,10.1155/1944/96127,A New Fungus Growing Ant From Mexico,"Buren, William F."
51,1-2,1,4,1944,10.1155/1944/81709,How Odynerus Suspends Her Egg,"Hartman, Carl G."
51,1-2,8,11,1944,10.1155/1944/80820,Three New African Species of Mordellid Beetles,"Ray, Eugene"
51,1-2,22,45,1944,10.1155/1944/61923,Studies on Syrphid Flies in the Museum of Comparative Zoölogy,"Hull, Frank M."
51,1-2,46,49,1944,10.1155/1944/60676,Some African Bees of the Genus Nomia,
51,3-4,166,177,1944,10.1155/1944/69580,Millipeds Principally Collected by Professor V. E. Shelford in the Eastern and Southeastern States,"Loomis, H. F."
51,1-2,12,21,1944,10.1155/1944/71329,"Further Studies of the Tabanidæ of Trinidad, B. W. I.","Bequaert, J."
51,3-4,139,146,1944,10.1155/1944/43609,"Several New Species of Endomychids (Coleoptera) From Asia, Africa and Australia","Strohecker, H. F."
51,1-2,51,58,1944,10.1155/1944/42363,Three Species of Coleosoma From Florida (Araneæ; Theridiidæ),"Bryant, Elizabeth B."
51,3-4,178,178,1944,10.1155/1944/42537,Wings of the Mourning Cloak Butterfly Snipped by Ant,"Loveridge, Arthur"
51,3-4,179,182,1944,10.1155/1944/54354,Caddis Flies (Trichoptera) and Pitcher Plants,"Milne, Lorus J.;Milne, Margery J."
51,3-4,59,103,1944,10.1155/1944/54170,Systematic Notes on the Genus Pseudomyrma,"Enzmann, E. V."
51,3-4,162,165,1944,10.1155/1944/53098,Note on the Habits of Osmia Georgica Cresson as Ascertained by the Glass-Tube Method,"Hartman, Carl G.;Hartman, Paul;Hartman, Philip;Rettenmeyer, Carl"
51,1-2,50,50,1944,10.1155/1944/47414,Wasps Feeding on Comb-Honey,"Rau, Phil"
51,3-4,183,184,1944,10.1155/1944/24639,"Notes on Nallachius Americanus (McL.) (Dilaridæ, Neuroptera)","Steyskal, George C."
51,3-4,104,138,1944,10.1155/1944/24365,"Notes on the Morphology of the Genus Lycæides (Lycænidæ, Lepidoptera)","Nabokov, V."
51,3-4,151,161,1944,10.1155/1944/32946,New Neotropical Phoridæ,"Brues, Charles T."
51,3-4,147,150,1944,10.1155/1944/13803,An Ammobænetes From Nevada (Orthoptera; Gryllacrididæ),"Strohecker, H. F."
